"id","location_id/display_name","product_id/default_code","product_id/name","product_id/categ_id/name","quantity","reserved_quantity"
"__export__.stock_quant_10285_6af8ed8c","PS/Prepair","AMP-X009-R4","Светодиоды красные 5 мм (4 шт.)","Saleable","4924.0","100.0"
"__export__.stock_quant_10290_5e7ae9ac","PS/Prepair","AMP-R10K-10","Резисторы 10 кОм (10 шт.)","Saleable","507.0","100.0"
"__export__.stock_quant_10293_695c48bf","PS/Prepair","AMP-X009-G4","Светодиоды зелёные 5 мм (4 шт.)","Saleable","1418.0","100.0"
"__export__.stock_quant_10296_f6e79a95","PS/Prepair","AMP-X036-R","Зажим «Крокодил» (красный)","Saleable","3000.0","0.0"
"__export__.stock_quant_10309_a5f15127","PS/Prepair","AMP-W008","Кабель HDMI (1 м)","Saleable","1617.0","0.0"
"__export__.stock_quant_10311_c330614a","PS/Prepair","AMP-X160","Гнездо на плату PBS-2","Materials Kits","3214.0","0.0"
"__export__.stock_quant_10320_8b408cc1","PS/Prepair","AMP-X009-B4","Светодиоды 5 мм (4 шт.)","Saleable","1567.0","0.0"
"__export__.stock_quant_10324_be4b7b67","PS/Prepair","AMP-M038","Стальная гайка M2 (4 шт.)","Saleable","4789.0","245.0"
"__export__.stock_quant_10330_7b829a80","PS/Prepair","AMP-X044","Семисегментный драйвер CD4026BE","Saleable","644.0","0.0"
"__export__.stock_quant_10332_3efc3a6e","PS/Prepair","AMP-X004","Набор перемычек","Saleable","167.0","0.0"
"__export__.stock_quant_10363_28b1fc06","PS/Prepair","AMP-X146","Конспект хакера","Saleable","3831.0","0.0"
"__export__.stock_quant_10382_35738d12","PS/Prepair","AMP-X046","Семисегментный индикатор","Saleable","830.0","0.0"
"__export__.stock_quant_10387_d763434c","PS/Prepair","RAW-P009","Коробка Робоняша 365х175х65","Materials Kits","322.0","0.0"
"__export__.stock_quant_10392_0d621974","PS/Prepair","AMP-M039","Винт с полуцилиндрической головкой М4x20 ","Materials Kits","253.0","0.0"
"__export__.stock_quant_10394_85efb19a","PS/Prepair","AMP-M040","Стальная барашковая гайка M4 (4 шт.)","Saleable","47.0","0.0"
"__export__.stock_quant_10398_362fdbe1","PS/Prepair","RAW-M044","Винт установочный 4мм","Materials Kits","504.0","0.0"
"__export__.stock_quant_10400_43483bd5","PS/Prepair","AMP-X011","Двухцветный светодиод (красно-зелёный)","Saleable","644.0","0.0"
"__export__.stock_quant_10401_0cabccc4","PS/Prepair","AMP-X292","Брошюра «Матрёшка Интернет вещей»","Materials Kits","397.0","0.0"
"__export__.stock_quant_10424_7d08c340","PS/Prepair","AMP-X104","Блокнот хакера","Saleable","300.0","0.0"
"__export__.stock_quant_10429_9c5cd926","PS/Prepair","AMP-M043","Стальная гайка M3 (4 шт.)","Saleable","5413.0","0.0"
"__export__.stock_quant_10454_6daa1166","PS/Prepair","RAW-S025-T","Инструкция по сборке «Робоняша»","Materials Kits","552.0","0.0"
"__export__.stock_quant_10460_ed831fbf","PS/Prepair","AMP-X250","Аккумулятор ICR14250B","Materials Kits","38.0","0.0"
"__export__.stock_quant_10493_15b5a9e8","PS/Prepair","AMP-X177-B","Коробка пластиковая (25×25×4 см) Синяя","Materials Kits","42.0","0.0"
"__export__.stock_quant_10521_cca4485d","PS/Prepair","AMP-X323","Книга Йодо Автополив","Materials Kits","139.0","0.0"
"__export__.stock_quant_10536_7cee427e","PS/Prepair","AMP-CE2U2-10","Конденсаторы электролитические 2,2 мкФ (10 шт.)","Saleable","154.0","30.0"
"__export__.stock_quant_10557_3c4c2724","PS/Prepair","AMP-W010","Кабель USB (A — Mini USB)","Saleable","249.0","0.0"
"__export__.stock_quant_10570_00f68fd3","PS/Prepair","RAW-M032","Ключ шестигранный 1,5 мм","Materials Kits","17.0","0.0"
"__export__.stock_quant_10589_1cbe7831","PS/Prepair","AMP-X333","Переменный резистор (потенциометр) 20K","Materials Kits","200.0","0.0"
"__export__.stock_quant_10632_0eb0e0c4","PS/Prepair","AMP-X280","Книга Йодо Интернет вещей","Materials Kits","120.0","0.0"
"__export__.stock_quant_10683_4dc1ed40","PS/Prepair","AMP-B025","Резистивный датчик влажности почвы","Saleable","243.0","0.0"
"__export__.stock_quant_10707_c66964c0","PS/Prepair","AMP-X194","Клеммная колодка (4 мм² / 12 контактов)","Saleable","8.0","0.0"
"__export__.stock_quant_10741_1fac2eac","PS/Prepair","RAW-M043","Колёса неопреновые (2 штуки)","Materials Kits","483.0","0.0"
"__export__.stock_quant_10821_c998578a","PS/Prepair","AMP-B011","Силовой ключ (Troyka-модуль)","Retirement","26.0","0.0"
"__export__.stock_quant_10979_ad9b0338","PS/Prepair","A000103","Arduino M0","Retirement","2.0","0.0"
"__export__.stock_quant_10987_f5b07c68","PS/Prepair","ASM-005","Фасовщик 1","Retirement","1.0","0.0"
"__export__.stock_quant_11013_7b7985c9","PS/Prepair","RAW-P012","Коробка «1/1 Шилд 56×30×79»","Materials Kits","4471.0","0.0"
"__export__.stock_quant_11056_9cb53787","PS/Manufacturing","WEO012864D","weo012864D экран","Materials","14.0","0.0"
"__export__.stock_quant_11067_a99d6180","PS/Manufacturing","PLS-40XL","PLS-40XL (PEC36SFCN)","Materials","166.0","0.0"
"__export__.stock_quant_11071_40c28fa8","PS/Manufacturing","MQ-3","MQ-3 датчик газа","Materials","203.0","0.0"
"__export__.stock_quant_11081_961e9fc5","PS/Manufacturing","MQ-7","MQ-7 датчик газа","Materials","82.0","0.0"
"__export__.stock_quant_11091_cbbfde43","PS/Manufacturing","MQ-6","MQ-6 датчик газа","Materials","85.0","0.0"
"__export__.stock_quant_11100_f96a25a4","PS/Manufacturing","SCREWSHIELD_B1_PCB","screwshield_b1.PCB","PCB","244.0","0.0"
"__export__.stock_quant_11104_f97679a6","PS/Manufacturing","MQ-2","MQ-2 датчик газа","Materials","150.0","0.0"
"__export__.stock_quant_11110_0d9bf5bf","PS/Manufacturing","LQH66SN100M03L","LQH66SN100M03L","Materials","64.0","0.0"
"__export__.stock_quant_11111_867e32c8","PS/Manufacturing","MQ-5","MQ-5 датчик газа","Materials","208.0","0.0"
"__export__.stock_quant_11112_d6b64add","PS/Manufacturing","ACDC_SH_A5_PCB","ACDC_SH_A5.PCB","PCB","636.0","0.0"
"__export__.stock_quant_11113_84727be1","PS/Manufacturing","DNR-5F1R","DNR-5F1R Гнездо 5pin","Materials","50.0","0.0"
"__export__.stock_quant_11127_290bb1e0","PS/Manufacturing","3K_LCD16X2_A2_PCB","3K_LCD16X2_A2_PCB","PCB","2.0","0.0"
"__export__.stock_quant_11138_a98a8d6d","PS/Manufacturing","MLF2012A1R8JT000","MLF2012A1R8JT000","Materials","225.0","0.0"
"__export__.stock_quant_11139_444959f0","PS/Manufacturing","O2CONNECT_A2_PCB","O2CONNECT_A2.PCB","PCB","328.0","0.0"
"__export__.stock_quant_11142_55c560ec","PS/Manufacturing","RELAYSHIELD_F2_PCB","RELAYSHILD_F2.PCB","PCB","131.0","0.0"
"__export__.stock_quant_11150_f47dc136","PS/Manufacturing","MINI_IO_D2_PCB","MINI_IO_D2.PCB","PCB","149.0","0.0"
"__export__.stock_quant_11151_58d7c0f3","PS/Manufacturing","MULTISERVO_PCB","Печатная плата MULTISERVO.PCB","PCB","110.0","0.0"
"__export__.stock_quant_11152_539921cf","PS/Manufacturing","3K_DHB_A1_PCB","3K_DHB_A1_PCB","PCB","668.0","0.0"
"__export__.stock_quant_11153_f8f77803","PS/Manufacturing","Z_WEIGHT_A3_PCB","Z_WEIGHT_A3_PCB","PCB","959.0","0.0"
"__export__.stock_quant_11155_376be399","PS/Manufacturing","3K_OLED_A5_PCB","3K_OLED_A5.PCB","PCB","82.0","0.0"
"__export__.stock_quant_11160_95f8b781","PS/Manufacturing","3K_PINUP_A3_PCB","3k_pinup_a3.pcb","PCB","96.0","0.0"
"__export__.stock_quant_11161_fff6a041","PS/Manufacturing","3K_ACDC_C3_PCB","3K_ACDC_C3_PCB","PCB","203.0","0.0"
"__export__.stock_quant_11162_f16ff451","PS/Manufacturing","3K_POWERCELL_B1_PCB","3K_POWERCELL_B1_PCB","PCB","772.0","0.0"
"__export__.stock_quant_11164_925f9da4","PS/Manufacturing","FH-102C","FH-102C держатель предохранителей (S1053 - электродруг)","Materials","45.0","0.0"
"__export__.stock_quant_11169_06c3f216","PS/Manufacturing","3K_CAN_A4_PCB","3K_CAN_A4_PCB","PCB","995.0","0.0"
"__export__.stock_quant_11171_fd148cb4","PS/Manufacturing","CL32B475KBUYNNE","CL32B475KBUYNNE (GRM32ER71H475KA88L)","Materials","450.0","0.0"
"__export__.stock_quant_11177_a6958a3e","PS/Manufacturing","BYPASS_DCDC_A2_PCB","BYPASS_DCDC_A2_PCB","PCB","581.0","0.0"
"__export__.stock_quant_11182_8e1eb82b","PS/Manufacturing","Z_GPSBT_A3_PCB","Z_GPSBT_A3.PCB","PCB","244.0","0.0"
"__export__.stock_quant_11183_fb7af44e","PS/Manufacturing","3K_POWERPAD_A2_PCB","3K_POWERPAD_A2.PCB","PCB","938.0","0.0"
"__export__.stock_quant_11184_250886a2","PS/Manufacturing","3K_I2CDAC_A6_PCB","3K_I2CDAC_A6.PCB","PCB","711.0","0.0"
"__export__.stock_quant_11185_789a3f4a","PS/Manufacturing","PBS2-10R","PBS2-10R (DS1026-02-1*16-S8BR)","Materials","860.0","0.0"
"__export__.stock_quant_11187_ec817768","PS/Manufacturing","3K_SCREWPAD_A2_PCB","3K_SCREWPAD_A2.PCB","PCB","655.0","0.0"
"__export__.stock_quant_11189_c78badda","PS/Manufacturing","3K_CLRS_B2_PCB","3K_CLRS_B2.PCB","PCB","365.0","0.0"
"__export__.stock_quant_11190_946ce3f4","PS/Manufacturing","3K_DIMMER_A4_PCB","3K_DIMMER_A4.PCB","PCB","975.0","0.0"
"__export__.stock_quant_11193_4758f1c1","PS/Manufacturing","3K_TVOUT_A4_PCB","3K_TVOUT_A4.PCB","PCB","685.0","0.0"
"__export__.stock_quant_11196_fbbf0bde","PS/Manufacturing","3K_SLIDER_A1_PCB","3K_SLIDER_A1.PCB (конец жизни)","PCB","12.0","0.0"
"__export__.stock_quant_11201_d306cedd","PS/Manufacturing","DRAGSTER_B5_MOTORHUB_PCB","DRAGSTER_B5_MOTORHUB_PCB","PCB","97.0","0.0"
"__export__.stock_quant_11212_3298571c","PS/Manufacturing","QRE1113","QRE1113","Materials","526.0","0.0"
"__export__.stock_quant_11215_34dac86a","PS/Manufacturing","BL-FL7615UBC","BL-FL7615UBC","Materials","2110.0","0.0"
"__export__.stock_quant_11220_c73c635e","PS/Manufacturing","BL-L102UBC","BL-L102UBC Светодиод","Materials","980.0","0.0"
"__export__.stock_quant_11221_dbcea1fb","PS/Manufacturing","FNR-14K391","FNR-14K391","Materials","131.0","0.0"
"__export__.stock_quant_11226_c9bbcc71","PS/Manufacturing","KM2520QBC-D09","KM2520QBC-D09 светодиод","Materials","1699.0","0.0"
"__export__.stock_quant_11230_2362b84c","PS/Manufacturing","TBH-18650-1A-P","TBH-18650-1A-P","Materials","33.0","0.0"
"__export__.stock_quant_11231_133bd775","PS/Manufacturing","3KPAD1X1_A3_PCB","3kpad1x1_a3.PCB","PCB","865.0","0.0"
"__export__.stock_quant_11232_80d91ce5","PS/Manufacturing","PLD-80R","PLD-80R","Materials","247.0","0.0"
"__export__.stock_quant_11237_8cd8aaaf","PS/Manufacturing","XY301V-A-4P","XY301V-A-4P 3.5мм разъём","Materials","7.0","0.0"
"__export__.stock_quant_11241_1d062115","PS/Manufacturing","CA025M0470REG-1010","Конденсатор алюминиевый SMD 1010 25 В 470 мкФ CA025M0470REG-1010","Materials","460.0","0.0"
"__export__.stock_quant_11247_968f8a51","PS/Manufacturing","KX-3H8MHZ","KX-3H 8.0 MHz (12,84108)","Materials","409.0","0.0"
"__export__.stock_quant_11249_f2cec192","PS/Manufacturing","KP-2012SYS","KP-2012SYS диод","Materials","775.0","0.0"
"__export__.stock_quant_11250_8fcdba6d","PS/Manufacturing","TRF250-080T","TRF250-080T (ПРЕДОХРАНИТЕЛИ)","Materials","13.0","0.0"
"__export__.stock_quant_11260_f6b943a0","PS/Manufacturing","350-031-14","350-031-14 клеммник винтовой 3к, 3.5мм (DG350-3,5-03P-14-00AH, 1776275-3), разъем","Materials","219.0","0.0"
"__export__.stock_quant_11270_d393e4cc","PS/Manufacturing","STPS2L40U","STPS2L40U (MBRS2040LT3G,STPS2L25U)","Materials","1831.0","0.0"
"__export__.stock_quant_11271_13907df3","PS/Manufacturing","3K_GAS_B1_WASHER_PCB","3k_gas_b1_washer.PCB","PCB","1140.0","0.0"
"__export__.stock_quant_11272_e37edd8f","PS/Manufacturing","GRM188R61C106MA73D","GRM188R61C106MA73D","Materials","212.0","0.0"
"__export__.stock_quant_11275_0163377c","PS/Manufacturing","GRM21BR61C106KE15L","GRM21BR61C106KE15L  10 мкФ X5R 10% 16В 0805","Materials","619.0","0.0"
"__export__.stock_quant_11276_9dbd9a50","PS/Manufacturing","CL21A106KPFNNNE","CL21A106KPFNNNE (CC0805KKX5R6BB106)","Materials","244.0","0.0"
"__export__.stock_quant_11278_57a1340b","PS/Manufacturing","BL-FL7615UYC","BL-FL7615UYC","Materials","7307.0","0.0"
"__export__.stock_quant_11279_f93daf8f","PS/Manufacturing","FYLS-0603UBC","FYLS-0603UBC","Materials","1595.0","0.0"
"__export__.stock_quant_11280_56e61547","PS/Manufacturing","ARL-5613UWW-3CD","Светодиод ARL-5613UWW-3cd","Materials","543.0","0.0"
"__export__.stock_quant_11281_a642f47a","PS/Manufacturing","BL-FL7615UGC","BL-FL7615UGC","Materials","4474.0","0.0"
"__export__.stock_quant_11285_21b163bc","PS/Manufacturing","MBR0540T1G","Диод SMD SOD-123 MBR0540T1G","Materials","2484.0","0.0"
"__export__.stock_quant_11287_785f059c","PS/Manufacturing","CL10B104KB8NNNC","CL10B104KB8NNNC (GRM188R71H104KA93D)","Materials","8223.0","288.0"
"__export__.stock_quant_11290_922645ef","PS/Manufacturing","FYLS-0805UGC","FYLS-0805UGC (LTST-C170KGKT )зелёный светодиод","Materials","2631.0","0.0"
"__export__.stock_quant_11296_545c10be","PS/Manufacturing","FYLS-0603URC","FYLS-0603URC FORYARD (диоды светоизлучающие)","Materials","3964.0","0.0"
"__export__.stock_quant_11299_47541a9d","PS/Manufacturing","BZX384-C4V7_115","BZX384-C4V7_115","Materials","1113.0","0.0"
"__export__.stock_quant_11303_3571951d","PS/Manufacturing","TKR221M1CE11M","TKR221M1CE11M","Materials","772.0","0.0"
"__export__.stock_quant_11307_d955ee31","PS/Manufacturing","CC0805JRNPO9BN103","CC0805JRNPO9BN103","Materials","686.0","0.0"
"__export__.stock_quant_11308_e4367b6e","PS/Manufacturing","PBS-4","PBS-4","Materials","953.0","0.0"
"__export__.stock_quant_11311_c2eeaa9b","PS/Manufacturing","CL10A475KP8NNNC","CL10A475KP8NNNC 10 В, 4.7 мкФ ±10%, X5R, SMD 0603 (CC0603KRX5R6BB475 GRM188R61A475KE15D )","Materials","2500.0","0.0"
"__export__.stock_quant_11313_aa4daf86","PS/Manufacturing","GRM188R71H102KA01D","GRM188R71H102KA01D","Materials","475.0","0.0"
"__export__.stock_quant_11314_3c9fb6cf","PS/Manufacturing","CC0603KRX7R9BB102","CC0603KRX7R9BB102 (06035C102KAT2A)","Materials","1614.0","0.0"
"__export__.stock_quant_11318_4b895b93","PS/Manufacturing","PBS-2R","PBS-2R 114-A-SR02G","Materials","349.0","0.0"
"__export__.stock_quant_11319_6561f317","PS/Manufacturing","PBS-2","PBS-2 (KLS1-208-1-02-S)","Materials","848.0","0.0"
"__export__.stock_quant_11320_614c9665","PS/Manufacturing","BC858B_215","BC858B.215","Materials","88.0","0.0"
"__export__.stock_quant_11323_eb6d16b7","PS/Manufacturing","BC817-40LT1G","BC817-40LT1G","Materials","805.0","0.0"
"__export__.stock_quant_11328_30531c00","PS/Manufacturing","CC0805JRNPO9BN221","CC0805JRNPO9BN221","Materials","28.0","0.0"
"__export__.stock_quant_11329_6437942f","PS/Manufacturing","CC0805JRNPO9BN220","CC0805JRNPO9BN220","Materials","2309.0","0.0"
"__export__.stock_quant_11336_83ecde1f","PS/Manufacturing","CC0805JRNPO9BN102","CC0805JRNPO9BN102","Materials","375.0","0.0"
"__export__.stock_quant_11337_7da276b0","PS/Manufacturing","RC1206JR-07100RL","RC1206JR-07100RL","Materials","123.0","0.0"
"__export__.stock_quant_11338_04d21995","PS/Manufacturing","RC0805FR-0727KL","RC0805FR-0727KL","Materials","295.0","0.0"
"__export__.stock_quant_11340_3861332d","PS/Manufacturing","RC0805FR-071KL","RC0805FR-071KL","Materials","5056.0","0.0"
"__export__.stock_quant_11342_846b3fd4","PS/Manufacturing","CC0805JRNPO9BN101","CC0805JRNPO9BN101","Materials","392.0","0.0"
"__export__.stock_quant_11343_60c23371","PS/Manufacturing","CC0402KRX7R7BB104","25 В, 0.1 мкФ ±10%, X7R, SMD 0402 CC0402KRX7R7BB104 ()","Materials","800.0","0.0"
"__export__.stock_quant_11344_a1d0b8aa","PS/Manufacturing","RC0603JR-07160RL","RC0603JR-07160RL","Materials","4800.0","0.0"
"__export__.stock_quant_11346_fb4ce99d","PS/Manufacturing","RC0805FR-0715RL","RC0805FR-0715RL","Materials","3310.0","0.0"
"__export__.stock_quant_11347_f61a0e06","PS/Manufacturing","RC0805FR-073K3L","RC0805FR-073K3L","Materials","10000.0","0.0"
"__export__.stock_quant_11349_e58ff5f6","PS/Manufacturing","RC0603JR-074K7L","RC0603JR-074K7L","Materials","1497.0","0.0"
"__export__.stock_quant_11351_9dce9898","PS/Manufacturing","RC0603FR-0720KL","RC0603FR-0720KL","Materials","1545.0","0.0"
"__export__.stock_quant_11352_8244a88d","PS/Manufacturing","RC0603FR-07220RL","RC0603FR-07220RL","Materials","81890.0","0.0"
"__export__.stock_quant_11354_c98edb65","PS/Manufacturing","RC0603JR-073KL","RC0603JR-073KL","Materials","365.0","0.0"
"__export__.stock_quant_11357_39e81734","PS/Manufacturing","RC0805FR-0710KL","RC0805FR-0710KL","Materials","9197.0","0.0"
"__export__.stock_quant_11359_d23efab6","PS/Manufacturing","CC0603KRX7R9BB682","CC0603KRX7R9BB682","Materials","3634.0","0.0"
"__export__.stock_quant_11360_96861a59","PS/Manufacturing","RC0603FR-07100KL","RC0603FR-07100KL","Materials","110.0","0.0"
"__export__.stock_quant_11361_b20b26b2","PS/Manufacturing","RC0603FR-0724KL","RC0603FR-0724KL","Materials","5080.0","0.0"
"__export__.stock_quant_11363_94792d01","PS/Manufacturing","RC0603FR-076K2L","RC0603FR-076K2L","Materials","4910.0","0.0"
"__export__.stock_quant_11364_b7903346","PS/Manufacturing","RC0603JR-071K2L","RC0603JR-071K2L","Materials","4390.0","0.0"
"__export__.stock_quant_11366_d5d58bdc","PS/Manufacturing","RC0402FR-072K4L","Резистор 2K4 1% SMD 0402 RC0402FR-072K4L","Materials","8060.0","0.0"
"__export__.stock_quant_11367_f26c4ba6","PS/Manufacturing","RC0603FR-071KL","Резистор 1K 1% SMD 0603 (CRCW06031K00FKEA)","Materials","8728.0","160.0"
"__export__.stock_quant_11368_b5bd8c3a","PS/Manufacturing","RC0402JR-070RL","RC0402JR-070RL","Materials","1222.0","0.0"
"__export__.stock_quant_11372_22cdaf63","PS/Manufacturing","RC0603FR-07390KL","RC0603FR-07390KL","Materials","26.0","0.0"
"__export__.stock_quant_11373_0badfe56","PS/Manufacturing","RC0603JR-078K2L","RC0603JR-078K2L","Materials","3870.0","0.0"
"__export__.stock_quant_11374_aacff33c","PS/Manufacturing","RC0603JR-07330RL","RC0603JR-07330RL","Materials","8395.0","0.0"
"__export__.stock_quant_11375_0c5d1368","PS/Manufacturing","RC0603FR-07200KL","RC0603FR-07200KL","Materials","1322.0","0.0"
"__export__.stock_quant_11376_7014971d","PS/Manufacturing","RC0603FR-0751RL","RC0603FR-0751RL (CR-03FL7---51R)","Materials","2538.0","0.0"
"__export__.stock_quant_11377_9c707bec","PS/Manufacturing","RC0603JR-079K1L","RC0603JR-079K1L","Materials","5859.0","0.0"
"__export__.stock_quant_11378_124fa756","PS/Manufacturing","RC0603JR-07240RL","RC0603JR-07240RL (CR0603-JW-241ELF)","Materials","3290.0","0.0"
"__export__.stock_quant_11379_4a131a63","PS/Manufacturing","RC0402FR-071KL","RC0402FR-071KL (CRCW04021K00FKED)","Materials","5799.0","64.0"
"__export__.stock_quant_11380_6357eb37","PS/Manufacturing","RC0402FR-07220RL","Резистор 220R 1% SMD 0402 RC0402FR-07220RL","Materials","198222.0","0.0"
"__export__.stock_quant_11381_7f5e9a3b","PS/Manufacturing","RC0603JR-075K1L","RC0603JR-075K1L","Fix Costs","11566.0","0.0"
"__export__.stock_quant_12037_b22f0367","PS/Prepair","","Тест 19","Saleble (AVCO)","9.0","0.0"
"__export__.stock_quant_12046_cc114cd0","PS/Prepair","AMP-M037","Винты стальные M2 (4шт.)","Materials Kits","776.0","245.0"
"__export__.stock_quant_12048_24d2d6b3","SYS/Stock","SOLDERING_POINT","Soldering point","Fix Costs","0.000999999999748979","0.0"
"__export__.stock_quant_12301_2ff719e1","PS/Prepair","AMP-X259","Переменный резистор (потенциометр) 100K","Materials Kits","533.0","0.0"
"__export__.stock_quant_12607_b49e39d3","PS/Manufacturing","G3MB-202PL-DC5","G3MB-202PL-DC5","Materials","450.0","0.0"
"__export__.stock_quant_12609_dbbb8fae","PS/Manufacturing","MCP4725A1T-E/CH","MCP4725A1T-E/CH","Materials","660.0","0.0"
"__export__.stock_quant_12610_f9973f49","PS/Manufacturing","CR123A","CR123A holder 16340","Materials","257.0","0.0"
"__export__.stock_quant_12612_a1897b03","PS/Manufacturing","KX-7","KX-7 16.0 MHz QSMD3.2x2.5x0.8","Materials","825.0","0.0"
"__export__.stock_quant_12613_64e9c3c6","PS/Manufacturing","MCP2515T-I/ST","MCP2515T-I/ST","Materials","441.0","0.0"
"__export__.stock_quant_12614_4b77dbb0","PS/Manufacturing","HX711","HX711","Materials","445.0","0.0"
"__export__.stock_quant_12628_2be67dd3","OF/Stock","AMP-S040","«Автополив» — дополнение набора «Йодо»","Saleable","1.0","0.0"
"__export__.stock_quant_12663_6e32f749","PS/Manufacturing","DCBOOSTER_B2_PCB","DCBOOSTER_B2_PCB","PCB","38.0","0.0"
"__export__.stock_quant_13247_dca96d54","PS/Manufacturing","CL10A105KA8NNNC","CL10A105KA8NNNC","Materials","1300.0","0.0"
"__export__.stock_quant_13248_382597d1","PS/Manufacturing","CR0603-FX-4701ELF","CR0603-FX-4701ELF","Materials","2000.0","0.0"
"__export__.stock_quant_13249_89c69a9f","PS/Manufacturing","GRM31CR71C106KAC7L","GRM31CR71C106KAC7L (не использовать)","Materials","1575.0","0.0"
"__export__.stock_quant_13251_46fe1f97","PS/Manufacturing","RC1206FR-07120KL","RC1206FR-07120KL","Materials","900.0","0.0"
"__export__.stock_quant_13254_4fa36a07","PS/Manufacturing","BLM41PG600SN1L","BLM41PG600SN1L","Materials","195.0","0.0"
"__export__.stock_quant_13255_d226079c","PS/Manufacturing","CC0805KRX7R9BB104","CC0805KRX7R9BB104","Materials","3621.0","96.0"
"__export__.stock_quant_13256_bda6b3a0","PS/Manufacturing","DG25C-B-02P-13-00AH","DG25C-B-02P-13-00AH","Materials","38.0","0.0"
"__export__.stock_quant_13257_3d557200","PS/Manufacturing","GRM32DR71E106KA12L","GRM32DR71E106KA12L","Materials","35.0","0.0"
"__export__.stock_quant_13260_df90cd68","PS/Manufacturing","IHLP2525CZER4R7M01","IHLP2525CZER4R7M01","Materials","30.0","0.0"
"__export__.stock_quant_13263_7f306ba2","PS/Manufacturing","RC0603FR-0756KL","RC0603FR-0756KL","Materials","891.0","0.0"
"__export__.stock_quant_13265_90d06eb1","PS/Manufacturing","SN74AHCT245PWR","SN74AHCT245PWR","Materials","119.0","0.0"
"__export__.stock_quant_14143_a9802ffb","PS/Kits","AMP-M011","Набор деталей ПВХ «Технокуб»","Materials Kits","52.0","0.0"
"__export__.stock_quant_14145_5e6b26a4","PS/Kits","RAW-M025-A","Пластины Йодо (#Структор) -A","Materials","235.0","0.0"
"__export__.stock_quant_14146_55d85025","PS/Kits","RAW-M025-B","Пластины Йодо (#Структор) -B","Materials","227.0","0.0"
"__export__.stock_quant_14382_6359d178","PS/Prepair","AMP-X009-W4","Светодиоды 5 мм (4 шт.)","Saleable","1270.0","0.0"
"__export__.stock_quant_14506_17e953d0","SS/Stock/Edu","AMP-S010","Матрёшка Z","Saleable","21.0","0.0"
"__export__.stock_quant_14522_d878fabd","PS/Manufacturing","GRM188R71A225KE15D","GRM188R71A225KE15D","Materials","3664.0","0.0"
"__export__.stock_quant_14539_46ea1c45","PS/Manufacturing","CC0603KRX7R7BB103","0603 X7R 0.01uF +10% 16V CC0603KRX7R7BB103 (CL10B103KB8NNNC, CL10B103KB8NNND)","Materials","3605.0","0.0"
"__export__.stock_quant_14542_5456d2cd","PS/Manufacturing","MF-MSMF050-2","MF-MSMF050-2 BOURNS УСТРОЙСТВА ДЛЯ ЗАЩИТЫ ЭЛЕКТРИЧЕСКИХ ЦЕПЕЙ","Materials","5410.0","0.0"
"__export__.stock_quant_14543_64f44946","PS/Manufacturing","RC0603JR-072K2L","RC0603JR-072K2L","Materials","1588.0","0.0"
"__export__.stock_quant_14544_e240cc15","PS/Manufacturing","SIM900","SIM900 (S2-1040S-Z1K0C; B05_ENHANCE)","Materials","10.0","0.0"
"__export__.stock_quant_14548_49ca69c8","PS/Manufacturing","RC0402FR-074K7L","RC0402FR-074K7L (CR-02FL6---4K7)","Materials","1771.0","0.0"
"__export__.stock_quant_14556_ec79bbc2","PS/Manufacturing","GRM32ER61C476ME15L","GRM32ER61C476ME15L Конденсатор керамический SMD 1210, 47 мкФ, 16 В","Materials","405.0","0.0"
"__export__.stock_quant_14557_416f46d4","PS/Manufacturing","SK6812MINI","SK6812MINI led","Materials","353.0","0.0"
"__export__.stock_quant_14560_37d9a57a","PS/Manufacturing","ISKRA_MEGA_B2_PCB","ISKRA_MEGA_B2_PCB","PCB","1006.0","0.0"
"__export__.stock_quant_14564_352f73a5","PS/Manufacturing","LMV321M5_NOPB","LMV321M5/NOPB TI МИКРОСХЕМА ОПЕРАЦИОННЫЙ УСИЛИТЕЛЬ","Materials","64.0","0.0"
"__export__.stock_quant_14709_3ac8d445","PS/Manufacturing","3K_MIDI_A10_PCB","3K_MIDI_A10.PCB","PCB","975.0","0.0"
"__export__.stock_quant_14712_fdac14a1","PS/Manufacturing","MC7805BDTRKG","MC7805BDTRKG TO-252-3 (L7805CDT-TR)","Materials","2950.0","0.0"
"__export__.stock_quant_14783_5662031b","PS/Manufacturing","GPIO_CLOUD_A5_PCB","GPIO_CLOUD_A5.PCB","PCB","169.0","0.0"
"__export__.stock_quant_14838_896d422f","PS/Manufacturing","3K_RELAY_C1_PCB","3K_RELAY_C1_PCB","PCB","328.0","0.0"
"__export__.stock_quant_14840_cea4fed3","PS/Prepair","AMP-X010","Светодиод 5 мм инфракрасный","Saleable","3570.0","0.0"
"__export__.stock_quant_14933_6baa8c7c","SS/Stock/Edu","AMP-X012","Трёхцветный светодиод","Saleable","100.0","0.0"
"__export__.stock_quant_14936_f83d2ff8","SS/Stock/Edu","AMP-X016","Фоторезистор","Saleable","10.0","0.0"
"__export__.stock_quant_14967_4d693d8e","SS/Stock/Edu","AMP-X029","Светодиодная шкала","Saleable","10.0","0.0"
"__export__.stock_quant_15061_44911ce9","PS/Manufacturing","TLP280-GB-TP(F)","TLP280-GB-TP(F)","Materials","450.0","0.0"
"__export__.stock_quant_15237_c139c342","SS/Stock/Edu","SEN0116","Энкодер для шасси miniQ","Saleable","10.0","0.0"
